15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.7, -16.3, 8.9, -0.315, -0.27, -1.158, 
15.6, -16.2, 8.9, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.312, -0.267, -1.155, 
15.6, -16.2, 8.8, -0.312, -0.267, -1.155, 
15.6, -16.2, 8.8, -0.312, -0.267, -1.155, 
15.6, -16.2, 8.8, -0.312, -0.267, -1.155, 
15.6, -16.2, 8.8, -0.312, -0.267, -1.155, 
15.6, -16.2, 8.8, -0.312, -0.267, -1.155, 
15.6, -16.2, 8.8, -0.312, -0.267, -1.155, 
15.6, -16.2, 8.8, -0.312, -0.267, -1.155, 
15.6, -16.2, 8.8, -0.312, -0.267, -1.155, 
15.6, -16.2, 8.8, -0.312, -0.267, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.7, -16.2, 8.7, -0.312, -0.27, -1.152, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.9, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.7, -16.3, 8.7, -0.312, -0.27, -1.158, 
15.7, -16.3, 8.7, -0.312, -0.27, -1.158, 
15.7, -16.3, 8.7, -0.312, -0.27, -1.158, 
15.7, -16.3, 8.7, -0.312, -0.27, -1.158, 
15.7, -16.3, 8.7, -0.312, -0.27, -1.158, 
15.7, -16.3, 8.7, -0.312, -0.27, -1.158, 
15.7, -16.3, 8.7, -0.312, -0.27, -1.158, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.7, -0.312, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.6, -16.2, 8.8, -0.315, -0.27, -1.155, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.7, -16.2, 8.8, -0.315, -0.273, -1.152, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.2, 8.8, -0.315, -0.273, -1.155, 
15.9, -16.1, 8.8, -0.315, -0.273, -1.158, 
15.7, -16.0, 8.8, -0.315, -0.27, -1.155, 
15.7, -16.0, 8.8, -0.315, -0.27, -1.155, 
15.7, -16.0, 8.8, -0.315, -0.27, -1.155, 
15.7, -16.0, 8.8, -0.315, -0.27, -1.155, 
15.7, -16.0, 8.8, -0.315, -0.27, -1.155, 
15.7, -16.0, 8.8, -0.315, -0.27, -1.155, 
15.7, -16.0, 8.8, -0.315, -0.27, -1.155, 
15.7, -16.0, 8.8, -0.315, -0.27, -1.155, 
